Genre,budget,vote_average,release_month,revenue,runtime
 'Music',0,5.4,11,0,100
 'Drama',0,7,9,0,100
 'Comedy',0,6.7,2,0,100
 'Action',0,5.7,12,0,100
 'Action',0,4.9,1,0,100
,0,6.8,5,0,100
 'Comedy',0,5,4,0,100
 'Drama',0,4.2,1,0,100
 'Drama',0,6.9,1,0,100
 'Action',0,7,4,0,100
 'Western',245000,4.8,9,0,100
 'Drama',0,5,3,0,100
 'Crime',0,5.2,9,0,100
 'Comedy',0,5.9,8,0,100
 'Drama',0,6.5,4,0,100
 'Action',0,6.8,11,0,100
 'Comedy',0,4.6,1,0,100
 'Documentary',0,7.3,9,0,100
 'Drama',0,5.5,10,0,100
 'Thriller',0,7.1,3,0,100
 'Comedy',0,5.4,10,0,100
 'Comedy',30,4.7,7,4,100
 'Comedy',0,6.2,9,0,100
 'Music',0,5.6,1,0,100
 'Drama',0,7.1,3,0,100
 'Crime',0,6.6,3,0,100
 'Drama',0,6,2,0,100
 'Comedy',0,3.6,3,0,100
 'Drama',0,5.3,3,0,100
 'Comedy',0,6.2,1,0,100
 'Thriller',0,5.1,3,0,100
 'Drama',0,5.8,1,0,100
 'Drama',0,6.2,8,0,100
 'Comedy',0,5.7,12,0,100
 'Comedy',0,6.4,5,0,100
 'Drama',0,5.7,6,0,100
 'Drama',0,4.5,12,0,100
 'Animation',0,7,1,7,100
 'Drama',0,6,5,0,100
 'Thriller',3400000,0,3,0,100
 'Drama',0,7.5,8,0,100
 'Drama',0,7.8,2,0,100
 'Drama',0,5.6,7,0,100
 'Drama',0,6.5,1,0,100
 'Science Fiction',0,5.2,10,0,100
 'Drama',0,5.4,3,0,100
 'Drama',0,5.5,10,0,100
 'Drama',0,4.9,10,0,100
 'Comedy',0,6.5,11,0,100
 'Science Fiction',1000000,4.4,6,0,100
 'Comedy',0,7.1,5,0,100
 'War',0,5.7,3,0,100
 'Documentary',0,6.6,9,0,100
 'Drama',0,5.5,5,0,100
 'Drama',0,5.8,12,0,100
 'Comedy',0,7.2,7,0,100
 'Drama',0,5.9,1,0,100
 'Crime',900000,6.1,1,0,100
 'Horror',0,6.8,11,0,100
 'Comedy',0,5.6,9,0,100
 'Documentary',400000,7.2,5,88097,100
 'Action',0,7.2,5,0,100
 'Action',0,6.8,6,0,100
 'Action',0,5.7,3,0,100
 'Comedy',2800000,5.3,1,0,100
 'Drama',7300000,5.7,1,0,100
 'Drama',0,5.5,11,0,100
 'Drama',0,6.7,11,0,100
 'Drama',0,4.9,10,0,100
 'Documentary',0,5.8,5,0,100
 'Drama',0,6.4,10,0,100
 'Comedy',0,5.5,12,0,100
 'Documentary',0,6.8,7,0,100
 'Drama',0,6.6,5,0,100
 'Horror',0,5.3,5,0,100
 'Family',0,7.1,10,0,100
 'Adventure',0,7.2,3,0,100
 'Drama',0,4,5,0,100
 'Drama',0,7.1,8,0,100
 'Comedy',0,4.5,12,0,100
 'Drama',2000000,6.8,11,0,100
 'Drama',0,5.9,4,0,100
 'Drama',0,6.9,3,100544,100
 'Comedy',0,5.1,1,0,100
 'Action',0,6.4,1,0,100
 'Horror',0,6.2,4,0,100
 'Drama',0,6.7,1,9392,100
 'Comedy',0,6.7,12,0,100
 'Crime',0,5.5,2,17500000,100
 'Documentary',1000000,5.9,7,0,100
 'Comedy',0,5.3,11,0,100
 'Thriller',0,3.8,8,0,100
 'Romance',0,5.4,8,0,100
 'Thriller',5000000,4.6,9,0,100
 'Fantasy',0,4.4,1,0,100
 'Drama',0,6.1,7,0,100
 'Drama',0,5.8,1,0,100
 'Thriller',0,3.8,3,0,100
 'Drama',0,6.4,9,0,100
 'TV Movie',0,6,10,0,100
 'Drama',0,5.9,10,0,100
 'Drama',0,5.5,10,0,100
 'History',0,7.1,1,0,100
 'Drama',0,5.5,2,0,100
 'Drama',0,5.9,2,0,100
 'Drama',0,6.9,10,0,100
 'Drama',0,5.7,3,0,100
 'Comedy',0,5.2,5,0,100
 'Comedy',3000000,3.9,12,17850711,100
 'TV Movie',0,4.4,6,0,100
,0,5.1,8,0,100
 'Documentary',0,7.9,9,0,100
 'Documentary',0,7.3,11,0,100
 'Horror',0,4.7,3,0,100
 'Action',0,6.2,10,0,100
 'Drama',0,5.4,2,0,100
 'Comedy',0,5.7,2,0,100
 'Family',0,7.2,10,0,100
 'Action',0,5.1,6,0,100
 'Comedy',0,6.7,10,0,100
 'Comedy',0,6.5,11,0,100
 'Mystery',0,7.7,10,0,100
 'TV Movie',0,6,10,0,100
 'Comedy',0,6.3,9,0,100
 'Drama',0,7,1,0,100
 'Drama',0,6.6,2,0,100
 'Drama',0,5.6,9,0,100
 'Thriller',0,7.3,11,0,100
 'Drama',0,6,8,0,100
 'Drama',0,6.6,11,0,100
 'Drama',0,6.6,1,0,100
 'Drama',0,5.8,11,0,100
 'Horror',0,5.2,2,0,100
 'Comedy',3000000,5.4,9,0,100
 'Drama',0,5.5,9,0,100
 'Documentary',0,6.4,4,0,100
 'Documentary',12000,6.4,3,0,100
 'History',0,6.2,8,0,100
 'Comedy',0,6.5,7,0,100
 'Crime',0,5.6,1,0,100
 'Crime',0,6.1,3,0,100
 'Horror',0,4.6,12,0,100
 'Action',0,6.3,7,0,100
 'Drama',0,6.4,11,0,100
 'Drama',0,6.6,3,0,100
 'Comedy',0,5.8,2,0,100
 'Comedy',0,6.1,1,0,100
 'Documentary',0,6.5,2,0,100
 'Documentary',0,6.5,1,0,100
 'Drama',0,7,9,0,100
 'Music',0,7.1,5,0,100
 'Crime',0,8,3,0,100
 'Action',0,4.3,4,0,100
 'Drama',0,6.6,11,0,100
 'Comedy',0,7.3,7,0,100
 'Mystery',0,5.7,4,0,100
 'Crime',0,6.3,1,0,100
 'Action',0,5.9,9,0,100
 'Drama',0,5.3,1,0,100
,200000,7.4,11,486937,100
 'War',0,7.4,10,0,100
 'Comedy',0,7.4,7,0,100
 'Drama',0,6.1,6,0,100
 'Action',0,6.6,11,0,100
 'Comedy',0,4.9,5,0,100
 'Drama',0,6.3,5,0,100
 'Drama',0,4.8,9,0,100
 'Thriller',0,4.9,7,0,100
 'Action',0,4,9,0,100
 'History',0,7.3,12,0,100
 'Adventure',0,4.6,2,0,100
 'Drama',0,6.5,7,0,100
 'Romance',0,6.9,10,0,100
 'Animation',4520000,6,4,0,100
 'Adventure',2970000,5.9,4,0,100
 'Drama',0,4.8,4,0,100
 'Romance',0,6.9,4,0,100
 'Horror',0,2,10,0,100
 'Action',13400000,4.7,12,16700000,100
 'Comedy',0,7,8,0,100
 'Drama',0,6.3,4,0,100
 'Romance',0,5.5,1,0,100
 'Drama',0,6.7,10,0,100
 'Action',0,6.9,9,0,100
 'Drama',0,4.5,1,0,100
 'Action',0,7,2,0,100
 'Documentary',175000,5.4,6,0,100
 'Family',0,3.3,12,0,100
 'Comedy',0,5.1,8,0,100
 'Drama',0,6.2,1,0,100
 'Family',0,7.1,12,0,100
 'Action',0,3.7,5,0,100
 'Drama',0,4,9,0,100
 'Drama',0,7.4,5,0,100
 'Western',0,4.6,6,0,100
 'Drama',0,6.7,1,0,100
 'Comedy',0,5.7,2,0,100
 'Drama',0,6.4,11,0,100
 'Drama',1,6.7,10,0,100
 'Comedy',0,7.1,10,0,100
 'Drama',0,4.9,4,0,100
 'Drama',0,6.6,11,0,100
 'Drama',0,7.4,8,0,100
 'Comedy',0,6.3,9,0,100
 'Drama',2500000,7.1,8,71904,100
 'Adventure',0,5.3,10,0,100
 'Drama',2742651,4.9,2,0,100
 'Comedy',0,7,5,0,100
 'Comedy',0,6,1,0,100
 'Comedy',0,5.4,12,0,100
 'Drama',0,5.8,12,0,100
 'Drama',0,7.4,12,0,100
 'Drama',0,5.1,2,0,100
 'Crime',0,6,8,0,100
 'Comedy',0,5.7,2,0,100
 'Drama',0,4.8,11,33621,100
 'Action',0,5.8,3,0,100
 'Western',0,6.3,3,0,100
 'Drama',0,5,3,0,100
 'Horror',0,4.5,2,0,100
 'Comedy',0,3.9,6,0,100
 'TV Movie',0,6,11,0,100
 'Drama',0,5.3,10,0,100
 'Romance',800000,6.6,5,4214668,100
 'Drama',0,5.7,10,0,100
 'Comedy',0,5.5,10,0,100
 'Music',0,5.2,9,0,100
 'Comedy',800000,5.8,11,1328612,100
 'Drama',1200000,8.5,9,0,100
,0,6,2,0,100
 'Romance',0,6.3,12,0,100
 'Crime',0,5.9,2,0,100
 'Drama',6500000,8,10,2025032,100
 'Drama',0,7,9,0,100
 'Action',0,8,4,0,100
 'Drama',0,7.3,9,0,100
 'Action',0,6.7,10,0,100
 'Mystery',0,7.3,1,0,100
 'Drama',0,6.3,12,0,100
 'Drama',0,4.3,1,0,100
 'Comedy',0,5.7,9,0,100
 'Thriller',0,4.3,11,0,100
 'Drama',0,5.5,12,0,100
,0,5,4,0,100
 'Drama',0,5.7,5,0,100
 'Documentary',0,7.1,5,0,100
 'Action',0,3.5,4,0,100
 'Comedy',0,4.8,6,0,100
 'Drama',0,6,1,0,100
 'Drama',0,7.3,5,0,100
 'Documentary',0,7.7,9,0,100
 'Action',0,5.7,12,0,100
 'Drama',0,7.1,5,0,100
 'Documentary',0,7.8,1,0,100
 'Drama',0,7.7,5,0,100
 'Drama',0,7.7,5,0,100
 'Comedy',0,7.3,1,0,100
 'Horror',0,6,6,0,100
 'Drama',1800000,5.8,9,0,100
 'Action',5000,6.3,1,0,100
 'Comedy',0,6.8,1,0,100
 'Drama',0,0,6,0,100
 'Comedy',0,6.3,7,0,100
 'Crime',0,6.2,2,0,100
 'Comedy',0,7.3,1,0,100
 'Action',7000000,7.2,3,0,100
 'Comedy',0,6.4,10,0,100
 'Family',0,6.9,10,0,100
 'Drama',0,7.8,11,0,100
 'Family',0,7.6,8,0,100
 'Comedy',0,3.9,4,0,100
 'TV Movie',0,3.7,7,0,100
 'Comedy',0,4.4,5,0,100
 'Drama',4000000,4.2,7,0,100
 'Horror',0,4.4,7,0,100
 'Drama',0,5.4,2,0,100
 'Drama',0,6.4,5,20728,100
 'Comedy',0,6.6,1,0,100
 'Documentary',0,4.8,4,0,100
 'Crime',0,4.6,9,0,100
 'Drama',0,5.4,11,0,100
 'Drama',0,6.6,10,0,100
 'Drama',0,4.6,12,0,100
 'Crime',0,5.1,11,0,100
 'Crime',1520000,5.7,3,0,100
 'Drama',0,6.6,10,0,100
 'Comedy',0,6.2,10,0,100
 'Action',0,3.9,1,0,100
 'Action',0,5.5,1,0,100
 'Romance',0,6.3,1,0,100
 'Drama',0,6.4,12,0,100
 'Animation',0,6,4,0,100
 'Documentary',0,7,11,0,100
 'Thriller',0,6,10,0,100
 'Crime',0,5.9,4,0,100
 'TV Movie',0,5,2,0,100
 'Drama',3000000,5.5,9,0,100
 'Drama',0,6.8,9,0,100
 'Adventure',5000000,3.3,2,0,100
 'Science Fiction',0,4.8,1,0,100
 'Comedy',0,6.4,2,0,100
 'Thriller',0,6.9,2,0,100
 'Action',0,3.8,10,0,100
 'Adventure',0,6.4,9,0,100
 'Action',0,4.5,12,0,100
 'Drama',0,7.1,11,0,100
 'Drama',0,6.8,2,0,100
 'Romance',4000000,4.8,1,0,100
 'Documentary',0,7.8,11,0,100
 'Drama',0,6.1,9,0,100
 'Romance',0,5.3,4,0,100
 'Drama',0,6.7,8,0,100
,0,6.6,2,0,100
 'Romance',0,4,4,0,100
 'Fantasy',0,2.4,7,0,100
 'Drama',0,6.4,11,0,100
 'Drama',0,6.1,6,0,100
,0,6.8,12,0,100
 'Drama',0,5.6,1,0,100
 'Thriller',0,4.7,2,0,100
 'Action',0,7.5,11,0,100
 'Drama',0,6.6,12,0,100
 'Action',0,6.1,2,0,100
 'Crime',0,5.5,8,0,100
 'Drama',0,6.3,8,0,100
 'Romance',0,5.5,6,0,100
 'Drama',0,7.5,12,0,100
 'Drama',0,6,12,0,100
 'History',0,6.4,3,0,100
 'Drama',1000000,7.5,9,0,100
 'TV Movie',0,5.4,1,0,100
 'Drama',4000000,6.5,10,0,100
 'War',0,3.5,11,0,100
 'Documentary',0,6.4,10,0,100
 'Comedy',0,4.5,1,0,100
 'Drama',0,3.8,1,0,100
 'Drama',0,5,3,0,100
 'Adventure',0,4.6,10,0,100
 'Drama',0,4.9,4,0,100
 'Drama',0,7.4,3,0,100
 'Documentary',0,7,9,0,100
 'Comedy',0,3.9,9,0,100
 'Thriller',0,5.3,2,0,100
 'Drama',0,6,11,0,100
 'Thriller',0,5,2,0,100
 'Action',5000000,5.8,6,0,100
 'Comedy',2000000,3.3,10,0,100
 'Action',0,6.3,9,0,100
 'Drama',0,5.4,10,0,100
 'Comedy',0,5.4,8,0,100
 'Drama',0,4.8,3,0,100
 'Documentary',0,7,5,0,100
 'Thriller',0,7.3,12,0,100
 'Action',0,6.8,3,0,100
 'Documentary',0,6.3,1,0,100
 'Adventure',0,6.8,11,0,100
,0,5.4,10,0,100
 'Fantasy',0,3.8,1,0,100
 'Action',0,1.9,2,0,100
 'Action',0,5.9,1,0,100
 'Drama',0,4.5,6,0,100
 'Action',0,5,2,0,100
,0,3.8,2,0,100
 'Documentary',0,9.5,4,0,100
 'Comedy',0,7.6,4,0,100
 'Drama',0,6.3,2,0,100
 'Science Fiction',600000,4.1,2,0,100
 'Family',0,5.5,2,0,100
 'Comedy',0,3.9,2,0,100
 'Science Fiction',0,5,3,0,100
 'TV Movie',0,3.3,2,0,100
 'Drama',0,7.6,3,0,100
 'Drama',0,6.9,10,0,100
 'Comedy',0,5.9,1,0,100
,0,6.5,7,0,100
 'War',0,6.8,2,0,100
 'Drama',0,4.5,8,0,100
 'Drama',0,6,12,0,100
 'Comedy',0,6.5,9,0,100
 'Comedy',0,6.3,1,0,100
 'Drama',0,6.4,12,306,100
 'Documentary',0,6,9,0,100
 'Drama',0,8.5,9,0,100
 'Drama',0,5.3,11,0,100
 'TV Movie',0,4.3,9,0,100
,0,7,3,0,100
 'Drama',0,4.6,3,0,100
 'Drama',0,5,1,0,100
 'Drama',400000,6.3,1,0,100
 'Horror',0,7.8,9,0,100
 'Adventure',0,8,11,0,100
 'Drama',0,5.5,11,0,100
 'Drama',0,5.4,9,0,100
 'Drama',0,7.3,10,0,100
 'Documentary',0,5.6,12,0,100
 'Drama',0,8,2,0,100
 'Comedy',0,6.4,2,0,100
 'Documentary',0,5,4,0,100
 'Documentary',0,9,2,0,100
 'Documentary',0,7.5,3,0,100
 'Comedy',0,5.3,8,0,100
 'Drama',0,3.5,1,0,100
 'Drama',0,5.5,1,0,100
 'Drama',0,5.3,1,0,100
 'Drama',0,5.3,12,0,100
 'Drama',0,8,8,0,100
 'Comedy',0,5,9,0,100
 'Comedy',0,8.7,12,0,100
 'Drama',0,5.2,3,0,100
 'Adventure',0,4.2,6,0,100
 'Drama',0,6.2,1,0,100
 'Comedy',0,5,11,6000000,100
 'Drama',0,7,6,0,100
,0,3.8,10,0,100
 'Action',0,6,7,0,100
 'Drama',0,6.7,9,0,100
 'Drama',0,5.2,4,0,100
 'Romance',0,7.7,5,0,100
 'Drama',0,6.3,10,0,100
 'Action',0,6.3,12,0,100
 'Drama',0,5.3,11,0,100
 'Action',0,7,9,0,100
 'TV Movie',0,5.5,9,0,100
 'Action',1700000,5.7,3,0,100
 'Drama',0,4,4,0,100
 'Comedy',7500000,4,7,0,100
 'Horror',0,6,10,0,100
 'Drama',0,6.7,6,0,100
 'Family',0,7.5,10,0,100
 'Drama',0,6.7,2,0,100
 'Drama',0,6.7,9,0,100
 'Drama',0,3,1,0,100
 'Drama',0,5.2,12,0,100
 'Comedy',0,7.3,10,0,100
 'Drama',0,6.8,8,0,100
 'TV Movie',0,4.5,2,0,100
 'Drama',0,8.7,4,0,100
 'Drama',0,7.3,6,0,100
 'Comedy',0,6.7,9,0,100
,0,4.3,8,0,100
 'Thriller',0,6,9,0,100
 'Drama',0,5.7,6,0,100
 'Comedy',0,7,1,0,100
 'Adventure',0,7.3,7,0,100
 'Drama',0,6.3,9,0,100
 'Comedy',0,6,10,0,100
 'Thriller',4411044,4.3,7,0,100
 'Drama',0,5.3,10,0,100
 'Drama',0,6.3,1,0,100
 'Drama',0,3.7,5,0,100
 'Adventure',0,6,12,0,100
 'Drama',0,5.8,9,0,100
 'Drama',0,4.3,6,0,100
,0,8.3,7,0,100
 'Drama',0,5.3,8,0,100
 'Drama',0,3.2,11,0,100
 'Drama',322000,6.7,2,0,100
 'Drama',0,6.7,3,0,100
 'Drama',0,4.2,11,0,100
 'Thriller',0,7,11,0,100
 'Drama',0,5.3,10,0,100
 'Drama',0,4.3,1,0,100
 'Comedy',0,4.5,4,0,100
 'TV Movie',0,4.3,2,0,100
 'Comedy',0,6.7,10,0,100
,0,6.7,9,0,100
 'Romance',0,3.3,7,0,100
 'Action',0,2.3,7,0,100
 'Romance',0,5.5,8,0,100
 'Drama',0,2.7,11,0,100
 'Drama',0,4.3,1,0,100
 'Animation',0,4.8,11,0,100
 'Comedy',0,5.7,10,0,100
 'Action',0,5.5,6,0,100
,0,5.3,4,0,100
 'Drama',0,3.8,10,0,100
 'Documentary',0,7,5,0,100
 'History',0,5.3,7,0,100
 'Horror',0,5,6,0,100
 'Drama',0,7.5,7,0,100
 'Drama',0,3.8,1,0,100
 'Comedy',0,8.7,10,0,100
 'Comedy',0,5.7,10,0,100
 'Drama',0,6.3,8,0,100
 'War',0,5,5,0,100
 'Comedy',0,3.7,1,0,100
 'Comedy',0,7.5,10,0,100
 'Thriller',0,4.2,8,0,100
 'Crime',1000000,4.8,6,0,100
 'Drama',0,7.3,4,0,100
 'Comedy',0,7,12,0,100
 'Comedy',0,4.7,4,0,100
,0,5.3,10,0,100
 'Drama',1635794,6.2,9,0,100
 'Documentary',0,6.7,3,0,100
 'Drama',0,5,9,0,100
 'Music',0,4.8,12,0,100
 'Documentary',0,8,10,0,100
,0,7,3,0,100
 'Drama',0,5.5,5,0,100
 'Drama',0,4.3,6,0,100
,0,7,11,0,100
 'Drama',0,7,3,0,100
 'Drama',0,4,1,0,100
 'Action',0,8.3,5,0,100
,0,5,7,0,100
 'Drama',3,5.3,2,232,100
 'Action',0,5.8,12,0,100
 'Thriller',0,6,12,0,100
 'Drama',0,6.5,7,0,100
 'History',0,5.5,2,0,100
 'Action',0,5,3,0,100
 'Comedy',0,4.5,4,0,100
 'Crime',0,7.5,4,0,100
 'Adventure',0,8,11,0,100
 'Drama',0,8,6,0,100
 'Action',0,1.5,2,0,100
 'Comedy',0,4.5,5,0,100
 'Crime',0,6.5,8,0,100
 'Music',0,6.5,1,0,100
 'Mystery',2000000,5,10,0,100
 'Drama',0,4,4,0,100
 'Comedy',0,7,5,0,100
 'Drama',0,7.5,11,0,100
 'Mystery',0,3,11,0,100
 'Drama',0,7,3,0,100
 'TV Movie',0,3.5,9,0,100
 'Drama',0,3.5,6,0,100
 'Drama',0,5.5,9,18928,100
 'War',0,3.5,8,0,100
 'Crime',0,4,10,0,100
 'Thriller',0,6.5,2,0,100
,0,3,5,0,100
 'Drama',0,5,9,0,100
 'Drama',0,4.5,3,0,100
 'TV Movie',0,4.5,4,0,100
 'Thriller',0,5.5,6,0,100
 'Comedy',0,5,1,0,100
 'Thriller',0,6.5,10,0,100
 'Drama',0,6.5,12,0,100
,0,9.3,12,0,100
 'Drama',0,8.5,9,0,100
 'Crime',0,5.5,7,0,100
 'Adventure',0,7,12,0,100
 'Comedy',2000000,5,11,0,100
 'Action',0,4,2,0,100
 'Romance',0,6.5,11,0,100
 'Drama',0,8.5,11,0,100
 'Comedy',0,6,11,0,100
,0,6.8,7,0,100
 'Documentary',0,7.5,9,0,100
 'Comedy',0,3.5,12,0,100
 'Comedy',0,6,7,0,100
,0,5,10,0,100
,0,3,10,0,100
 'Drama',0,6,1,0,100
 'Drama',0,6,12,0,100
 'Comedy',0,6.8,10,0,100
 'Drama',0,3,8,0,100
 'Comedy',0,6,2,0,100
 'Documentary',0,6.5,10,0,100
 'Family',0,4.5,2,0,100
 'Action',500000,8,12,0,100
 'Documentary',0,4,4,0,100
 'Drama',0,7.5,11,0,100
 'Action',0,8.5,4,0,100
 'Action',0,5.5,7,0,100
 'Drama',0,5.5,10,0,100
 'Crime',0,5,8,0,100
 'Music',0,6.5,3,0,100
 'Documentary',0,4.5,9,0,100
 'Thriller',0,6.5,9,0,100
 'Comedy',0,6.5,11,0,100
 'Drama',0,4,11,0,100
 'Documentary',0,4.3,6,0,100
 'Science Fiction',0,4.5,8,0,100
 'Foreign',0,5.5,6,0,100
 'Action',0,6.5,8,0,100
 'Drama',0,4.5,4,0,100
 'Thriller',0,3.5,10,0,100
 'Drama',0,5,1,0,100
 'Documentary',0,6,3,0,100
 'Drama',0,6.8,11,0,100
 'Documentary',0,4.3,1,0,100
 'Drama',0,2.5,1,0,100
 'Music',0,6.5,6,0,100
,0,2.5,9,0,100
 'Drama',0,2.5,8,0,100
 'Drama',2000000,8,3,0,100
 'Crime',0,7.5,2,0,100
,0,3.5,9,0,100
 'Thriller',0,9,12,0,100
,0,4.5,1,0,100
 'Drama',0,5.5,4,0,100
 'History',0,5.5,10,0,100
 'Thriller',0,6,9,0,100
 'Music',0,5,7,0,100
 'Foreign',0,7.5,3,0,100
 'Comedy',0,4.5,9,0,100
,0,4,1,0,100
,0,6.5,1,0,100
,0,6.5,9,0,100
,0,6,9,0,100
 'Drama',0,7,2,0,100
 'Mystery',0,5,9,0,100
 'Drama',0,5,7,0,100
 'Drama',0,5,9,0,100
 'Drama',0,2,5,0,100
 'Comedy',0,6.5,2,0,100
 'Music',0,5,5,0,100
,0,6.5,8,0,100
 'Drama',0,4,11,0,100
 'Adventure',0,1,7,0,100
 'Drama',0,7,6,0,100
 'Drama',0,5,4,0,100
 'Romance',0,7,11,0,100
 'Drama',0,4.5,11,0,100
 'Comedy',0,6,5,0,100
,0,8,10,0,100
 'Romance',0,0,2,0,100
 'Thriller',0,6,1,0,100
 'Drama',0,4,10,0,100
,0,6,8,0,100
 'Comedy',2000000,2,10,0,100
 'Comedy',0,9.5,10,21350,100
 'Comedy',0,8,9,0,100
 'Romance',2640000,8,3,0,100
 'Crime',0,6.5,1,0,100
 'Comedy',0,7,10,0,100
 'Science Fiction',0,6,5,0,100
 'Comedy',0,6,10,0,100
,0,5,9,0,100
 'Western',0,6.5,12,0,100
 'Action',0,9,6,0,100
 'Drama',0,3,10,0,100
 'Drama',0,10,1,0,100
 'TV Movie',0,4.5,10,0,100
 'Drama',0,10,5,0,100
 'Fantasy',0,5,4,0,100
 'Western',0,6,3,0,100
,0,10,1,0,100
 'Comedy',0,5,11,0,100
 'History',0,9,3,0,100
 'Documentary',0,5,1,0,100
 'Comedy',0,6.5,9,0,100
 'Drama',0,6.5,1,0,100
 'Action',0,2.5,1,0,100
 'Fantasy',0,5,10,0,100
 'Comedy',0,4,2,0,100
 'Drama',0,8,5,0,100
 'Horror',5000,1,10,0,100
 'Fantasy',0,2,11,0,100
 'Drama',0,5,3,0,100
 'Comedy',0,3,2,0,100
 'Comedy',0,6,11,0,100
 'Drama',0,6,11,0,100
 'TV Movie',0,7,12,0,100
 'Drama',0,1,10,0,100
 'Thriller',0,10,3,0,100
 'Comedy',0,5,12,0,100
 'Documentary',0,5,11,0,100
 'Drama',0,7,10,0,100
 'Drama',0,6,10,0,100
 'Drama',0,10,10,0,100
 'Drama',0,0,10,0,100
 'Adventure',0,0,4,0,100
 'Action',0,8,8,0,100
,0,7,4,0,100
 'Comedy',0,6,2,0,100
 'Drama',0,7.5,2,0,100
 'Comedy',0,5,4,0,100
 'Drama',0,7,9,0,100
,0,7,9,0,100
,0,5,11,0,100
 'Crime',0,6,11,0,100
 'Drama',0,5,1,0,100
 'Comedy',0,5,9,0,100
 'Drama',0,7,5,0,100
 'Drama',0,6,9,0,100
 'TV Movie',0,5.5,5,0,100
 'History',0,4,9,0,100
 'Drama',0,5,4,0,100
,0,5,9,0,100
 'Action',0,5,3,0,100
 'Action',0,3,10,0,100
 'Drama',0,5,1,0,100
,0,9,11,0,100
 'Comedy',0,6,1,0,100
 'Documentary',0,5,9,0,100
 'Drama',0,5,3,0,100
,0,6,1,0,100
 'Comedy',0,6,12,0,100
 'Thriller',0,6,1,0,100
 'Drama',0,5,12,0,100
,0,7,5,0,100
,0,5,4,0,100
 'Drama',0,5,2,0,100
 'Comedy',0,5,1,0,100
 'Documentary',0,0,9,0,100
 'Mystery',0,0,2,0,100
,0,0,1,0,100
 'Action',0,0,5,0,100
 'Action',0,0,8,0,100
 'TV Movie',0,0,4,0,100
 'Drama',0,0,10,0,100
 'Drama',0,0,6,0,100
 'Drama',0,0,12,0,100
 'Comedy',500000,0,6,0,100
 'Action',0,0,12,0,100
 'Comedy',0,0,5,0,100
 'Crime',0,0,1,0,100
 'Comedy',0,0,4,0,100
,0,0,3,0,100
 'Drama',0,0,10,0,100
 'Crime',0,0,3,0,100
 'Drama',0,0,1,0,100
 'Drama',0,0,11,299171,100
,0,0,3,0,100
 'Drama',0,0,5,0,100
 'Drama',0,0,5,0,100
 'Comedy',0,0,8,0,100
 'Documentary',0,0,10,0,100
 'Drama',0,0,11,0,100
 'Drama',914,0,10,0,100
 'Crime',0,0,5,0,100
,0,0,5,0,100
 'History',0,0,8,0,100
 'Drama',0,0,11,0,100
,0,0,3,0,100
,0,0,3,0,100
 'Crime',0,0,7,0,100
,0,0,4,0,100
,0,0,12,0,100
 'Drama',0,0,7,0,100
,0,0,4,0,100
 'Drama',0,0,4,0,100
,0,0,3,0,100
 'Documentary',0,0,6,0,100
,0,0,12,0,100
,0,0,10,0,100
 'Drama',0,0,3,0,100
,0,0,6,0,100
 'Adventure',0,0,1,0,100
,0,0,8,0,100
,0,0,7,0,100
 'Drama',0,0,9,0,100
 'Documentary',980000,0,6,0,100
 'Drama',0,0,11,0,100
,0,0,1,0,100
 'Thriller',0,0,12,0,100
 'Thriller',0,0,1,0,100
 'Drama',0,0,8,0,100
 'Comedy',0,0,5,0,100
 'Drama',0,0,10,0,100
 'Drama',0,0,3,0,100
,0,0,5,0,100
,0,0,1,0,100
 'Drama',0,0,8,0,100
,0,0,3,0,100
 'Documentary',0,0,3,0,100
,0,0,8,0,100
,0,0,10,0,100
,0,0,3,0,100
 'Drama',0,0,1,0,100
 'Comedy',0,0,8,0,100
 'Crime',0,0,12,0,100
 'Drama',1900000,0,7,0,100
 'Drama',0,0,6,0,100
,0,0,1,0,100
 'Comedy',0,0,11,0,100
 'Documentary',0,0,12,0,100
 'Comedy',30000000,8,2,174600318,99
 'Crime',1200000,8.1,9,14661007,99
 'Horror',4000000,7.5,4,30039392,99
 'Comedy',75000000,6.6,2,196482882,99
 'Action',100000000,5.6,7,243400000,99
 'Action',60000000,5.8,3,205754447,99
 'Horror',6500000,5.5,10,255273813,99
 'Adventure',150000000,5.5,3,301000000,99
 'Action',40000000,5.3,8,125729635,99
 'Comedy',31000000,6.1,7,104384188,99
 'Drama',5000000,7.5,12,43884652,99
 'Adventure',0,6.9,7,0,99
 'Horror',30000000,6.2,3,90810892,99
 'Comedy',35000000,5.8,5,170000000,99
 'Action',102000000,6.1,6,147080413,99
 'Fantasy',80000000,5.9,12,212874442,99
 'Western',200000,7.6,9,14500000,99
 'Drama',12000000,6.5,2,12077441,99
 'Drama',17000000,6.6,5,270000000,99
 'Drama',2500000,4.9,6,6341684,99
 'Horror',30000000,6.7,11,191502426,99
 'Action',25000000,6.1,1,153997819,99
 'Adventure',70000000,6.9,12,218613188,99
 'Action',20000000,7.2,2,100914445,99
 'Horror',9000000,5.8,10,81705746,99
 'Action',25000000,7.1,5,11000000,99
 'Science Fiction',6000000,6.9,5,50244700,99
 'Romance',40000000,6.5,6,114830111,99
 'Music',33000000,6.7,7,140470746,99
 'Mystery',5000000,6.5,9,2367161,99
 'Drama',31000000,7.3,12,177394432,99
